domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",opportun commun,toler network opportun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",opportun commun network,cluster messag ferri,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",opportun commun network,delay toler,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",opportun commun network,delay toler network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,toler network opportun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,messag ferri network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,opportun commun network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,ferri network bundl,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,bundl sink node,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,opportun commun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,messag ferri,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,network bundl sink,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,commun network cluster,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,network cluster messag,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,cluster messag,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,cluster messag ferri,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,delay toler,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",network opportun commun,delay toler network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,toler network opportun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,messag ferri network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,opportun commun network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,ferri network bundl,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,bundl sink node,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,opportun commun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,messag ferri,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,network bundl sink,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,commun network cluster,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,network opportun commun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,network cluster messag,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,cluster messag,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,cluster messag ferri,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,delay toler,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,messag ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,network cluster delay,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,ferri bundl cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,deliv sink node,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,cluster delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,bundl cluster deliv,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,toler network messag,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,network messag ferri,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,cluster deliv sink,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,area area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,network environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,toler network environ,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,environ space area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,space area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,space area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler network,network environ,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,toler network opportun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,messag ferri network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,opportun commun network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,ferri network bundl,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,bundl sink node,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,opportun commun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,messag ferri,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,network bundl sink,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,commun network cluster,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,network opportun commun,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,network cluster messag,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,cluster messag,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,cluster messag ferri,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,delay toler network,1,0.0,2011.0,,fb712519-038c-4aa7-9e80-1152a6cef60a
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,messag ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,network cluster delay,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,ferri bundl cluster,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,deliv sink node,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,cluster delay toler,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,bundl cluster deliv,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,toler network messag,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,network messag ferri,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,commun network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,ferri bundl,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,toler network,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,cluster deliv sink,1,0.0,2012.0,,d4df2206-008c-4024-8cb1-bede4626c4f3
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,area area field,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,network environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,toler network environ,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,environ space area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,environ space,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
"Networking and Internet Architecture(74.22%) | Distributed, Parallel, and Cluster Computing(61.95%) | Logic in Computer Science(61.63%)",delay toler,area area,1,0.0,2017.0,,5af6dac0-69bd-422e-b172-414901ce2c60
