domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw seri,characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur,work wave,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur,circularedg wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur,wave wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur,oscil bwo,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur,xband backward wave,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,beam wave,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,beam wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,properti beam,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,properti beam wave,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,profil sw,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,profil sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,mode wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,dispers relat,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,mode wave,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),dispers characterist,dispers characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave structur,dispers characterist,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave structur,wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave structur,beam wave,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave structur,properti beam,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave structur,properti beam wave,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam,dispers characterist,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam,wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam,beam wave,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam,beam wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam,properti beam wave,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam wave,dispers characterist,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam wave,wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam wave,beam wave,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam wave,beam wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),properti beam wave,properti beam,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave,dispers characterist,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave,wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave,beam wave structur,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave,properti beam,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),beam wave,properti beam wave,1,0.0,2014.0,,57b1095e-e47c-450d-93e6-beb96583d7a4
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,wave structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,sw backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,wave structur,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,backward wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,shape wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,circularedg wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,wave wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,oscil bwo,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,wave oscil bwo,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave,xband backward wave,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur sw,sw backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur sw,wave structur,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur sw,structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur sw,wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur sw,backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur sw,backward wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave structur sw,shape wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,wave structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,sw backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,wave structur,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,backward wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,shape wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,wave oscil bwo,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,electron beam,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,work wave,1,0.0,2016.0,,c980dadf-4ba4-4985-bebd-5014da2a3287
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,circularedg wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,wave wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,oscil bwo,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),wave oscil,xband backward wave,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),structur sw,wave structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),structur sw,sw backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),structur sw,wave structur,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),structur sw,wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),structur sw,backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),structur sw,backward wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),structur sw,shape wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw backward wave,wave structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw backward wave,wave structur,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw backward wave,structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw backward wave,wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw backward wave,backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw backward wave,backward wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),sw backward wave,shape wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),shape wave,wave structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),shape wave,sw backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),shape wave,wave structur,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),shape wave,structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),shape wave,wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),shape wave,backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),shape wave,backward wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,wave structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,sw backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,wave structur,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,structur sw,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,wave oscil,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,backward wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,shape wave,1,0.0,2015.0,,2eef6023-54c3-4593-bde9-07af86842efa
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,circularedg wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,wave wave structur,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,oscil bwo,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,wave oscil bwo,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),backward wave oscil,xband backward wave,1,0.0,2017.0,,8d4802b8-317c-41b2-b607-732437357867
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,characterist transvers,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,dispers characterist,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,profil sw seri,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,mode wave structur,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
Discrete Mathematics(79.28%) | Multimedia(73.33%) | Computation and Language(71.1%),profil sw,dispers relat,1,0.0,2015.0,,a2a914fa-5f59-4017-ba28-caaf835c7632
