domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network,network pair,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum primari user,user access spectrum,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum primari user,user access,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum primari user,access spectrum primari,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum primari user,studi radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum primari user,radio multiinput,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum primari user,power alloc,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum primari user,cognit radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,user access spectrum,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,user access,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,access spectrum primari,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,studi radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,radio multiinput,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,power alloc,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,spectrum primari user,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,network pair,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,radio network pair,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),cognit radio,radio network,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio multiinput,user access spectrum,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio multiinput,user access,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio multiinput,access spectrum primari,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio multiinput,studi radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio multiinput,power alloc,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio multiinput,cognit radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio multiinput,spectrum primari user,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum primari,user access spectrum,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum primari,user access,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum primari,studi radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum primari,radio multiinput,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum primari,power alloc,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum primari,cognit radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum primari,spectrum primari user,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,user access spectrum,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,access spectrum primari,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,studi radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,radio multiinput,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,power alloc,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,cognit radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,spectrum primari user,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,spectrum util,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,band user spectrum,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access,user spectrum,1,0.0,2015.0,,425f4802-8821-4a15-a175-7f566fe1fad0
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),power alloc,user access spectrum,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),power alloc,user access,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),power alloc,access spectrum primari,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),power alloc,studi radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),power alloc,radio multiinput,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),power alloc,cognit radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),power alloc,spectrum primari user,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,user access,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,access spectrum primari,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,studi radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,radio multiinput,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,power alloc,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,cognit radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,spectrum primari user,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),user access spectrum,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),studi radio,user access spectrum,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),studi radio,user access,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),studi radio,access spectrum primari,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),studi radio,radio multiinput,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),studi radio,power alloc,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),studi radio,cognit radio,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),studi radio,spectrum primari user,1,0.0,2011.0,,4ee1f80f-32fe-4246-bfee-98ead81b6282
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network pair,network pair,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network pair,cognit radio,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),radio network pair,radio network,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network pair,cognit radio,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network pair,radio network pair,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),network pair,radio network,1,0.0,2012.0,,de75f034-6f95-4fa2-a59b-113c34053cef
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum system,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),access spectrum,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),paper spectrum protocol,spectrum protocol scheme,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,outag probabl,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,protocol user access,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),spectrum protocol scheme,paper spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,access spectrum system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,probabl system,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,user access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,access spectrum,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
Social and Information Networks(82.71%) | Networking and Internet Architecture(79.44%) | Neural and Evolutionary Computing(75.24%),outag probabl,paper spectrum protocol,1,0.0,2013.0,,0d732af9-c7b1-4b64-b9e9-2acfd9ac3c50
