domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert system,voltag gain,1,0.0,2017.0,,25bae987-c319-4e0c-945e-f4b58507d518
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),voltag voltag,boost convert,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),voltag voltag,convert downbeat,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),voltag voltag,buck boost,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),voltag voltag,output voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),voltag voltag,output voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc convert,dcdc convert,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc convert,convert voltag voltag,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc convert,convert dcdc,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc convert,step convert,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc convert,dcdc convert voltag,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc convert,voltag voltag,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc convert,convert voltag,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc,dcdc convert,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc,convert voltag voltag,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc,step convert,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc,dcdc convert voltag,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc,voltag voltag,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc,convert voltag,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert dcdc,convert dcdc convert,1,0.0,2018.0,,f00cdcb7-0f5f-4efb-bffd-91361b0c174e
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),buck boost,power equip,1,0.0,2012.0,,effa6b63-e6ce-42dd-a49a-f7249f9282c8
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),buck boost,phase rectifi,1,0.0,2012.0,,effa6b63-e6ce-42dd-a49a-f7249f9282c8
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),buck boost,boost convert,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),buck boost,convert downbeat,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),buck boost,voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),buck boost,output voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),buck boost,output voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),power equip,buck boost,1,0.0,2012.0,,effa6b63-e6ce-42dd-a49a-f7249f9282c8
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),power equip,phase rectifi,1,0.0,2012.0,,effa6b63-e6ce-42dd-a49a-f7249f9282c8
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),phase rectifi,buck boost,1,0.0,2012.0,,effa6b63-e6ce-42dd-a49a-f7249f9282c8
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),phase rectifi,power equip,1,0.0,2012.0,,effa6b63-e6ce-42dd-a49a-f7249f9282c8
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert downbeat,boost convert,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert downbeat,voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert downbeat,buck boost,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert downbeat,output voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),convert downbeat,output voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),boost convert,convert downbeat,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),boost convert,voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),boost convert,buck boost,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),boost convert,output voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),boost convert,output voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag,boost convert,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag,convert downbeat,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag,voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag,buck boost,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag,output voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag voltag,boost convert,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag voltag,convert downbeat,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag voltag,voltag voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag voltag,buck boost,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),output voltag voltag,output voltag,1,0.0,2018.0,,a67221b2-a2ed-4242-b01f-05672d9f3a90
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc convert,fuel cell,1,0.0,2016.0,,54bd6892-f786-4347-bcd1-325ec7db2c1a
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc convert,fuel cell power,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc convert,dcdc convert,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc convert,gain dcdc,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc convert,cell power plant,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),fuel cell,gain dcdc convert,1,0.0,2016.0,,54bd6892-f786-4347-bcd1-325ec7db2c1a
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),fuel cell power,gain dcdc convert,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),fuel cell power,dcdc convert,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),fuel cell power,gain dcdc,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),fuel cell power,cell power plant,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc,fuel cell power,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc,gain dcdc convert,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc,dcdc convert,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),gain dcdc,cell power plant,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),cell power plant,fuel cell power,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),cell power plant,gain dcdc convert,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),cell power plant,dcdc convert,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Cryptography and Security(83.76%) | Symbolic Computation(80.33%) | Operating Systems(77.47%),cell power plant,gain dcdc,1,0.0,2018.0,,cb82347f-aaca-4f05-a3c3-95a69d9706bb
Computational Geometry(57.65%) | Computational Complexity(50.07%) | Systems and Control(41.78%),synthesi tetrapeptid,design synthesi,1,0.0,2012.0,,3f2b5334-c0e4-48ff-ad91-f750ef35e2f4
Computational Geometry(57.65%) | Computational Complexity(50.07%) | Systems and Control(41.78%),synthesi tetrapeptid,inhibitor histon,1,0.0,2012.0,,3f2b5334-c0e4-48ff-ad91-f750ef35e2f4
Computational Geometry(57.65%) | Computational Complexity(50.07%) | Systems and Control(41.78%),synthesi tetrapeptid,histon deacetylas,1,0.0,2012.0,,3f2b5334-c0e4-48ff-ad91-f750ef35e2f4
Computational Geometry(57.65%) | Computational Complexity(50.07%) | Systems and Control(41.78%),synthesi tetrapeptid,inhibitor histon deacetylas,1,0.0,2012.0,,3f2b5334-c0e4-48ff-ad91-f750ef35e2f4
Computational Geometry(57.65%) | Computational Complexity(50.07%) | Systems and Control(41.78%),synthesi tetrapeptid,bridg inhibitor histon,1,0.0,2012.0,,3f2b5334-c0e4-48ff-ad91-f750ef35e2f4
Computational Geometry(57.65%) | Computational Complexity(50.07%) | Systems and Control(41.78%),synthesi tetrapeptid,tetrapeptid thioester,1,0.0,2012.0,,3f2b5334-c0e4-48ff-ad91-f750ef35e2f4
Computational Geometry(57.65%) | Computational Complexity(50.07%) | Systems and Control(41.78%),synthesi tetrapeptid,bridg inhibitor,1,0.0,2012.0,,3f2b5334-c0e4-48ff-ad91-f750ef35e2f4
