domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),compon precis micro,precis micro product,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),report report research,unit research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),report report research,skip dtu research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),report report research,research unit research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),report report research,research output book,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),report report research,research output activ,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),report report research,skip skip dtu,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),report report research,research databas skip,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,engin research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,unit research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,skip dtu research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,research unit research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,research output book,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,research output activ,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,report report research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,research databas skip,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,product design,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,requir project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,project research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,precis micro product,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,technolog project research,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip skip dtu,micro product technolog,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),engin research output,unit research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),engin research output,skip dtu research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),engin research output,research unit research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),engin research output,research output book,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),engin research output,research output activ,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),engin research output,report report research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),engin research output,skip skip dtu,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),engin research output,research databas skip,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,engin research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,unit research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,research unit research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,research output book,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,research output activ,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,report report research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,skip skip dtu,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,research databas skip,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,product design,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,project research project,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,requir project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,research project,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),skip dtu research,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research unit research,engin research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research unit research,unit research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research unit research,skip dtu research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research unit research,research output book,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research unit research,research output activ,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research unit research,report report research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research unit research,skip skip dtu,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research unit research,research databas skip,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output activ,engin research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output activ,unit research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output activ,skip dtu research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output activ,research unit research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output activ,research output book,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output activ,report report research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output activ,skip skip dtu,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output activ,research databas skip,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,engin research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,unit research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,skip dtu research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,research unit research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,research output book,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,research output activ,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,report report research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,skip skip dtu,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,product design,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,requir project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,project research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research databas skip,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output book,engin research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output book,unit research output,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output book,skip dtu research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output book,research unit research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output book,research output activ,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output book,report report research,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output book,skip skip dtu,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research output book,research databas skip,1,0.0,2013.0,,f8bab1a3-4004-48f7-b5b6-8856a3ca00ae
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,product design,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,requir project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,skip skip dtu,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,project research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,research databas skip,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,skip dtu research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,product design,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,requir project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,skip skip dtu,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,project research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,research databas skip,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,skip dtu research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),research project,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,product design,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,requir project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,skip skip dtu,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,research databas skip,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,skip dtu research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,precis micro product,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,technolog project research,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,micro product technolog,1,0.0,2015.0,,958a9f68-ab77-4c6e-ad7b-6349f6aefea6
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,process simul report,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,tool process simul,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),project research project,compon precis micro,1,0.0,2015.0,,91017c85-94d0-42dc-9846-8a58206b26f3
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,requir project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,skip skip dtu,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,project research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,research databas skip,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,research project research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,skip dtu research,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),product design,project research databas,1,0.0,2013.0,,94178882-f7dc-4179-a371-d06df617449a
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,product design,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,project research,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,skip skip dtu,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,project research project,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
Cryptography and Security(81.65%) | Symbolic Computation(78.58%) | Mathematical Software(66.2%),requir project research,research databas skip,1,0.0,2013.0,,22ba0461-2efd-4034-89b8-d4471923be00
