domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),convers transmiss line,acdc transmiss system,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,acdc power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,stabil power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,stabil system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,system system analysi,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,system stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,system stabil,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss system,stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),system load capabl,system load,1,0.0,2018.0,,b75e6e50-2f1c-4126-8791-6e75327cff53
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,acdc power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,stabil power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,stabil system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,power system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,system system analysi,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,system stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,system stabil,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,system system,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,stabil power,1,0.0,2014.0,,4d9bebfc-912d-4bad-80fc-d082f72c90e2
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss system,system load,1,0.0,2018.0,,b75e6e50-2f1c-4126-8791-6e75327cff53
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,acdc transmiss system,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,convers transmiss line,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,stabil analysi acdc,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,transmiss line acdc,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,line system stabil,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,system transmiss line,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,acdc line system,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,line acdc line,1,0.0,2017.0,,495be4d8-ad97-47b3-8c16-d5f987f78ac3
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),transmiss line,system load,1,0.0,2018.0,,b75e6e50-2f1c-4126-8791-6e75327cff53
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,capabl transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,power transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,model paper power,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,acdc power transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,transmiss system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,transmiss system load,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,system load capabl,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,load capabl acdc,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,transmiss line,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,load capabl transmiss,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),power transmiss,system load,1,0.0,2018.0,,b75e6e50-2f1c-4126-8791-6e75327cff53
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,transmiss system behavior,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
Systems and Control(90.41%) | Information Theory(71.9%) | Neural and Evolutionary Computing(65.91%),acdc power transmiss,capabl acdc system,1,0.0,2014.0,,0bcfac34-36d8-4dbf-8d01-adeed704dc0b
