domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system stabil system,stabil system,1,0.0,2016.0,,290d2f12-57e4-4658-a8e1-aaa932061046
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),stabil system,power system stabil,1,0.0,2016.0,,290d2f12-57e4-4658-a8e1-aaa932061046
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),stabil system,system disturb,1,0.0,2016.0,,290d2f12-57e4-4658-a8e1-aaa932061046
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system oper,power system oper,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system oper,power system,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system oper,oper power system,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),power system oper,power system,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),power system oper,system oper,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),power system oper,oper power system,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),oper power system,power system oper,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),oper power system,power system,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),oper power system,system oper,1,0.0,2020.0,,5665b165-a9cd-4489-9065-77164ec3dafb
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,system energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,manag energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,energi system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,energi cost,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi,energi crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,system energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,manag energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,energi system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,energi cost,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,energi crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,manag energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,perform energi,1,0.0,2019.0,,0aac04e7-2830-4b09-a28c-ed096e805dd2
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,perform energi system,1,0.0,2019.0,,0aac04e7-2830-4b09-a28c-ed096e805dd2
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,energi system batteri,1,0.0,2019.0,,0aac04e7-2830-4b09-a28c-ed096e805dd2
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,system batteri,1,0.0,2019.0,,0aac04e7-2830-4b09-a28c-ed096e805dd2
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,output energi,1,0.0,2021.0,,3c904527-3f85-45f5-a223-a1d7f8f2a224
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi system,output energi system,1,0.0,2021.0,,3c904527-3f85-45f5-a223-a1d7f8f2a224
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,system energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,manag energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,energi system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,energi cost,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,energi crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),system energi,manag energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,system energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,manag energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,energi system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,energi cost,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi energi,manag energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,system energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,manag energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,energi system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,energi cost,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,energi crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),energi crisi,manag energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi system,system energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi system,crisi energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi system,system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi system,energi crisi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi system,energi system,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
Emerging Technologies(74.01%) | Systems and Control(67.05%) | Other Computer Science(66.39%),manag energi system,energi system energi,1,0.0,2011.0,,d8611b7e-4d5e-4438-a73c-c82d81bca3c0
