domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit system activ,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data,system activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ data,activ recognit,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit har,collect engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit har,data collect engin,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit har,har system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit har,engin activ recognit,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit har,system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit har,engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit har,activ data,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",recognit har,har system,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system process,collect engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system process,data collect engin,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system process,har system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system process,recognit har,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system process,engin activ recognit,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system process,engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system process,activ data,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system process,har system,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ,collect engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ,data collect engin,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ,har system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ,recognit har,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ,engin activ recognit,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ,system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ,activ data,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ,har system,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",har system process,collect engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",har system process,data collect engin,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",har system process,recognit har,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",har system process,engin activ recognit,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",har system process,system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",har system process,engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",har system process,activ data,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",har system process,har system,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",collect engin activ,data collect engin,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",collect engin activ,har system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",collect engin activ,recognit har,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",collect engin activ,engin activ recognit,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",collect engin activ,system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",collect engin activ,engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",collect engin activ,activ data,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",collect engin activ,har system,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data collect engin,collect engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data collect engin,har system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data collect engin,recognit har,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data collect engin,engin activ recognit,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data collect engin,system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data collect engin,engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data collect engin,activ data,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",data collect engin,har system,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ recognit,collect engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ recognit,data collect engin,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ recognit,har system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ recognit,recognit har,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ recognit,system process,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ recognit,engin activ,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ recognit,activ data,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",engin activ recognit,har system,1,0.0,2011.0,,26fb30a7-7a27-49e0-98a7-18b10c21bcfc
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,activ recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",varieti realworld sensor,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,varieti realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,system sensor varieti,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,recognit system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,varieti realworld,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,model activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,recognit system activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,data activ,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,activ data learn,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,system activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,activ data,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",activ recognit system,activ recognit,1,0.0,2014.0,,8f6e90c3-632a-4e85-9a47-280abf8f1f94
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,realworld sensor data,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,realworld sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,system sensor,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,recognit system,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
"Cryptography and Security(84.11%) | Computational Engineering, Finance, and Science(64.74%) | Computer Vision and Pattern Recognition(63.09%)",system sensor varieti,system function,1,0.0,2011.0,,1e82492d-cd30-471d-8948-5f7a25cc5721
