domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network mobil nemo,mobil nemo,1,0.0,2016.0,,8713da0b-f774-4d9f-a5b3-fad536f1833d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil nemo,mobil manag scheme,1,0.0,2016.0,,8713da0b-f774-4d9f-a5b3-fad536f1833d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil nemo,manag scheme,1,0.0,2016.0,,8713da0b-f774-4d9f-a5b3-fad536f1833d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil nemo,network mobil nemo,1,0.0,2016.0,,8713da0b-f774-4d9f-a5b3-fad536f1833d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil nemo,network mobil,1,0.0,2016.0,,8713da0b-f774-4d9f-a5b3-fad536f1833d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network traffic load,issu network,1,0.0,2014.0,,afb6a37c-4260-4da2-9e0a-45b277d61f9b
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network traffic load,network mobil support,1,0.0,2015.0,,f0b03692-286a-400c-98e7-16516b022fb5
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),issu network,network traffic load,1,0.0,2014.0,,afb6a37c-4260-4da2-9e0a-45b277d61f9b
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network mobil support,network traffic load,1,0.0,2015.0,,f0b03692-286a-400c-98e7-16516b022fb5
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network mobil support,mobil support,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network mobil support,access network,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network mobil support,network mobil,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network mobil support,standard network,1,0.0,2016.0,,2f912da4-c95e-44b7-8d2f-6794c704af89
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network mobil support,nemo network mobil,1,0.0,2019.0,,0d101f12-3c4d-4e29-ab80-4e0396e9a7fc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access network,mobil support,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access network,network mobil,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access network,network mobil support,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access network,access technolog,1,0.0,2017.0,,a4e38cb2-9481-4d7c-ad4e-9a91a1b1ac63
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access network,network mobil nemo,1,0.0,2017.0,,a4e38cb2-9481-4d7c-ad4e-9a91a1b1ac63
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access network,wireless network,1,0.0,2019.0,,970c4235-52e1-4dd8-b59f-6171edf166d4
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access network,network node,1,0.0,2019.0,,970c4235-52e1-4dd8-b59f-6171edf166d4
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil support,access network,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil support,network mobil,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil support,network mobil support,1,0.0,2016.0,,1f0df120-3e01-406f-8dc9-fcc5b67cc46d
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet connect network,mobil network,1,0.0,2016.0,,c4237ea9-6d86-473d-9f30-4fec6a3e1096
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet connect network,network mobil,1,0.0,2016.0,,c4237ea9-6d86-473d-9f30-4fec6a3e1096
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil network,internet connect network,1,0.0,2016.0,,c4237ea9-6d86-473d-9f30-4fec6a3e1096
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil network,network mobil,1,0.0,2016.0,,c4237ea9-6d86-473d-9f30-4fec6a3e1096
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),standard network,network mobil,1,0.0,2016.0,,2f912da4-c95e-44b7-8d2f-6794c704af89
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),standard network,network mobil support,1,0.0,2016.0,,2f912da4-c95e-44b7-8d2f-6794c704af89
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access technolog,access network,1,0.0,2017.0,,a4e38cb2-9481-4d7c-ad4e-9a91a1b1ac63
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access technolog,network mobil nemo,1,0.0,2017.0,,a4e38cb2-9481-4d7c-ad4e-9a91a1b1ac63
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),access technolog,network mobil,1,0.0,2017.0,,a4e38cb2-9481-4d7c-ad4e-9a91a1b1ac63
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),nemo network mobil,network mobil support,1,0.0,2019.0,,0d101f12-3c4d-4e29-ab80-4e0396e9a7fc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,technolog wireless network,1,0.0,2011.0,,2390941f-2add-49d2-9d16-ce8668d016df
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,technolog wireless,1,0.0,2011.0,,2390941f-2add-49d2-9d16-ce8668d016df
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,wireless network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,network network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,network node,1,0.0,2018.0,,c0802ff6-bcd4-44db-93db-9c068c256867
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,access network,1,0.0,2019.0,,970c4235-52e1-4dd8-b59f-6171edf166d4
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,wireless network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,internet thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,network internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network,internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless network,wireless network,1,0.0,2011.0,,2390941f-2add-49d2-9d16-ce8668d016df
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless network,technolog wireless,1,0.0,2011.0,,2390941f-2add-49d2-9d16-ce8668d016df
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless network,wireless network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless network,network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless network,network network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless network,network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless,wireless network,1,0.0,2011.0,,2390941f-2add-49d2-9d16-ce8668d016df
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless,technolog wireless network,1,0.0,2011.0,,2390941f-2add-49d2-9d16-ce8668d016df
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless,wireless network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless,network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless,network network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),technolog wireless,network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network coverag,technolog wireless network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network coverag,wireless network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network coverag,wireless network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network coverag,network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network coverag,technolog wireless,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network coverag,network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network network,technolog wireless network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network network,wireless network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network network,network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network network,network network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network network,technolog wireless,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),wireless network network,network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network coverag,technolog wireless network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network coverag,wireless network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network coverag,wireless network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network coverag,network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network coverag,network network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network coverag,technolog wireless,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network,technolog wireless network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network,wireless network network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network,wireless network,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network,network network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network,technolog wireless,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network network,network coverag,1,0.0,2015.0,,d100e0e7-55c0-48ee-9a1c-4f77b997b206
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network node,wireless network,1,0.0,2018.0,,c0802ff6-bcd4-44db-93db-9c068c256867
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network node,access network,1,0.0,2019.0,,970c4235-52e1-4dd8-b59f-6171edf166d4
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),manag handoff,handoff manag,1,0.0,2018.0,,c18aaf8b-4d62-43f5-ad36-8bfc7f8cfd07
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),manag handoff,mobil manag,1,0.0,2018.0,,c18aaf8b-4d62-43f5-ad36-8bfc7f8cfd07
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil manag,manag handoff,1,0.0,2018.0,,c18aaf8b-4d62-43f5-ad36-8bfc7f8cfd07
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),mobil manag,handoff manag,1,0.0,2018.0,,c18aaf8b-4d62-43f5-ad36-8bfc7f8cfd07
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),handoff manag,manag handoff,1,0.0,2018.0,,c18aaf8b-4d62-43f5-ad36-8bfc7f8cfd07
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),handoff manag,mobil manag,1,0.0,2018.0,,c18aaf8b-4d62-43f5-ad36-8bfc7f8cfd07
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),handoff manag,network mobil,1,0.0,2020.0,,1d6f265c-f61b-4db5-9996-308c244e7eb7
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet,wireless network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet,internet thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet,wireless network,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet,thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet,network internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),network internet,internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,wireless network internet,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,internet thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,wireless network,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,thing iot,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,network internet thing,1,0.0,2020.0,,93f0d53a-12c9-4c32-be76-641cf2d206dc
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,system network,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,iot system,1,0.0,2021.0,,75fa0984-2cf9-47f1-aa7d-7b9ed67bd896
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,thing applic,1,0.0,2021.0,,04d19162-1f79-4924-9967-533e7dc63e85
Networking and Internet Architecture(88.18%) | Cryptography and Security(82.09%) | Neural and Evolutionary Computing(77.33%),internet thing,internet thing applic,1,0.0,2021.0,,04d19162-1f79-4924-9967-533e7dc63e85
