domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),thz regim,year fiber pcf,1,0.0,2020.0,,8d60640a-589c-4090-ab75-92108230a8de
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),confin loss,materi loss eml,1,0.0,2017.0,,d2b8765a-ae13-400c-b819-d1e5fe3fa2eb
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),confin loss,crystal fiber,1,0.0,2017.0,,d2b8765a-ae13-400c-b819-d1e5fe3fa2eb
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),materi loss eml,crystal fiber nearzero,1,0.0,2017.0,,d2b8765a-ae13-400c-b819-d1e5fe3fa2eb
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),materi loss eml,confin loss,1,0.0,2017.0,,d2b8765a-ae13-400c-b819-d1e5fe3fa2eb
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),materi loss eml,crystal fiber,1,0.0,2017.0,,d2b8765a-ae13-400c-b819-d1e5fe3fa2eb
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,frequenc rang,1,0.0,2017.0,,ba78fdd7-4695-4d4c-9c88-612d94324726
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,terahertz frequenc rang,1,0.0,2017.0,,ba78fdd7-4695-4d4c-9c88-612d94324726
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,crystal fiber,1,0.0,2017.0,,ba78fdd7-4695-4d4c-9c88-612d94324726
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,crystal fiber applic,1,0.0,2018.0,,2f8b38dd-3828-4f05-a185-71666c7fc963
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,circular crystal fiber,1,0.0,2018.0,,2f8b38dd-3828-4f05-a185-71666c7fc963
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,fiber applic terahertz,1,0.0,2018.0,,2f8b38dd-3828-4f05-a185-71666c7fc963
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,fiber applic,1,0.0,2018.0,,2f8b38dd-3828-4f05-a185-71666c7fc963
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,pcf zeonex,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,hollow core,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,crystal fiber pcf,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,core crystal,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,hollow core crystal,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,fiber pcf zeonex,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,pcf zeonex terahertz,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,fiber pcf,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),terahertz frequenc,core crystal fiber,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,loss core power,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,porouscor crystal,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,porouscor crystal fiber,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,materi loss core,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,terahertz thz propag,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,frequenc rang,1,0.0,2017.0,,ba78fdd7-4695-4d4c-9c88-612d94324726
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,terahertz frequenc rang,1,0.0,2017.0,,ba78fdd7-4695-4d4c-9c88-612d94324726
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,terahertz frequenc,1,0.0,2017.0,,ba78fdd7-4695-4d4c-9c88-612d94324726
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,core crystal,1,0.0,2017.0,,166100b1-7074-44e0-b7cd-b98218c9f955
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber topa,1,0.0,2017.0,,166100b1-7074-44e0-b7cd-b98218c9f955
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,crystal fiber topa,1,0.0,2017.0,,166100b1-7074-44e0-b7cd-b98218c9f955
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber topa materi,1,0.0,2017.0,,166100b1-7074-44e0-b7cd-b98218c9f955
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,core crystal fiber,1,0.0,2017.0,,166100b1-7074-44e0-b7cd-b98218c9f955
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,loss terahertz,1,0.0,2017.0,,41406d2f-5f85-4eab-aa5b-d4d72a909351
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,paper porouscor crystal,1,0.0,2017.0,,41406d2f-5f85-4eab-aa5b-d4d72a909351
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,materi loss terahertz,1,0.0,2017.0,,41406d2f-5f85-4eab-aa5b-d4d72a909351
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,materi loss,1,0.0,2017.0,,41406d2f-5f85-4eab-aa5b-d4d72a909351
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,paper porouscor,1,0.0,2017.0,,41406d2f-5f85-4eab-aa5b-d4d72a909351
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,crystal fiber nearzero,1,0.0,2017.0,,d2b8765a-ae13-400c-b819-d1e5fe3fa2eb
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,materi loss eml,1,0.0,2017.0,,d2b8765a-ae13-400c-b819-d1e5fe3fa2eb
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,confin loss,1,0.0,2017.0,,d2b8765a-ae13-400c-b819-d1e5fe3fa2eb
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,thz guidanc,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,lattic crystal fiber,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber terahertz thz,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,terahertz thz,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber terahertz,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,core lattic crystal,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,terahertz thz guidanc,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,paper design,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,lattic crystal,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,design analysi core,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,crystal fiber terahertz,1,0.0,2017.0,,53dd563b-8ef6-4abd-bd0a-535facb273af
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,dispers core crystal,1,0.0,2018.0,,988e5351-fc37-41c0-8bab-37e2f1ca2ad7
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,dispers core,1,0.0,2018.0,,988e5351-fc37-41c0-8bab-37e2f1ca2ad7
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf topa,1,0.0,2018.0,,8817b6e6-b1e3-4b33-969c-2ff26826f008
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf topa,1,0.0,2018.0,,8817b6e6-b1e3-4b33-969c-2ff26826f008
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,crystal fiber pcf,1,0.0,2018.0,,8817b6e6-b1e3-4b33-969c-2ff26826f008
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf,1,0.0,2018.0,,8817b6e6-b1e3-4b33-969c-2ff26826f008
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf materi loss,1,0.0,2018.0,,8817b6e6-b1e3-4b33-969c-2ff26826f008
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf zero,1,0.0,2018.0,,5fa5e9ed-e024-4bb5-9e1c-7a92c8c8e544
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,strategi crystal fiber,1,0.0,2018.0,,5fa5e9ed-e024-4bb5-9e1c-7a92c8c8e544
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,air hole core,1,0.0,2018.0,,5fa5e9ed-e024-4bb5-9e1c-7a92c8c8e544
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,crystal fiber applic,1,0.0,2018.0,,2f8b38dd-3828-4f05-a185-71666c7fc963
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,circular crystal fiber,1,0.0,2018.0,,2f8b38dd-3828-4f05-a185-71666c7fc963
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber applic terahertz,1,0.0,2018.0,,2f8b38dd-3828-4f05-a185-71666c7fc963
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber applic,1,0.0,2018.0,,2f8b38dd-3828-4f05-a185-71666c7fc963
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf zeonex,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,hollow core,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,hollow core crystal,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf zeonex,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf zeonex terahertz,1,0.0,2019.0,,062fef85-ef66-4086-b8f2-9d7fdf58852f
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf loss,1,0.0,2019.0,,b5e1fb7d-e817-46ac-964e-053c994b3a19
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf loss terahertz,1,0.0,2019.0,,b5e1fb7d-e817-46ac-964e-053c994b3a19
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf loss,1,0.0,2019.0,,b5e1fb7d-e817-46ac-964e-053c994b3a19
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,articl core crystal,1,0.0,2019.0,,4f6f22a1-4593-4016-876d-65a284d11a26
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf terahertz thz,1,0.0,2019.0,,4f6f22a1-4593-4016-876d-65a284d11a26
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf terahertz,1,0.0,2019.0,,4f6f22a1-4593-4016-876d-65a284d11a26
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,articl core,1,0.0,2019.0,,4f6f22a1-4593-4016-876d-65a284d11a26
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf terahertz,1,0.0,2019.0,,4f6f22a1-4593-4016-876d-65a284d11a26
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,exposedcor crystal fiber,1,0.0,2019.0,,f62fcccb-e971-461f-9c40-af6d91a9afed
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,surfac plasmon,1,0.0,2019.0,,f62fcccb-e971-461f-9c40-af6d91a9afed
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,terahertz regim,1,0.0,2020.0,,43620435-50dc-401f-87dc-d4b008873a21
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,detect terahertz,1,0.0,2020.0,,43620435-50dc-401f-87dc-d4b008873a21
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf analyt,1,0.0,2020.0,,43620435-50dc-401f-87dc-d4b008873a21
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf biosensor,1,0.0,2020.0,,6a0b6082-ba64-46bf-b5bb-0b4ef2872aa0
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,surfac plasmon reson,1,0.0,2020.0,,6a0b6082-ba64-46bf-b5bb-0b4ef2872aa0
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,reson spr,1,0.0,2020.0,,6a0b6082-ba64-46bf-b5bb-0b4ef2872aa0
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf biosensor surfac,1,0.0,2020.0,,6a0b6082-ba64-46bf-b5bb-0b4ef2872aa0
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf biosensor,1,0.0,2020.0,,6a0b6082-ba64-46bf-b5bb-0b4ef2872aa0
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,core clad crystal,1,0.0,2020.0,,5f318d16-68e5-423f-9c54-ac4036863ed2
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf articl,1,0.0,2020.0,,5f318d16-68e5-423f-9c54-ac4036863ed2
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,core clad,1,0.0,2020.0,,5f318d16-68e5-423f-9c54-ac4036863ed2
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,clad crystal fiber,1,0.0,2020.0,,5f318d16-68e5-423f-9c54-ac4036863ed2
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf articl core,1,0.0,2020.0,,5f318d16-68e5-423f-9c54-ac4036863ed2
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,clad crystal,1,0.0,2020.0,,5f318d16-68e5-423f-9c54-ac4036863ed2
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf honeycomblik,1,0.0,2020.0,,c2c3b35e-9d93-477e-9d46-05b440a21307
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,clad structur,1,0.0,2020.0,,c2c3b35e-9d93-477e-9d46-05b440a21307
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,structur core,1,0.0,2020.0,,c2c3b35e-9d93-477e-9d46-05b440a21307
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,novel crystal,1,0.0,2020.0,,c2c3b35e-9d93-477e-9d46-05b440a21307
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,paper core,1,0.0,2020.0,,6a83b282-902f-4bb1-8072-7a215a68d8c8
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf chemic,1,0.0,2020.0,,6a83b282-902f-4bb1-8072-7a215a68d8c8
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,paper core crystal,1,0.0,2020.0,,6a83b282-902f-4bb1-8072-7a215a68d8c8
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf chemic sensor,1,0.0,2020.0,,6a83b282-902f-4bb1-8072-7a215a68d8c8
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,core applic,1,0.0,2020.0,,1f93c1df-8e0f-417d-8353-50ec3df34f84
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,clad core,1,0.0,2020.0,,1f93c1df-8e0f-417d-8353-50ec3df34f84
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf spiderweb,1,0.0,2020.0,,1f93c1df-8e0f-417d-8353-50ec3df34f84
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,surfac reson crystal,1,0.0,2021.0,,b5699cf0-70e8-47de-b681-7d2d9ce8722e
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,reson crystal,1,0.0,2021.0,,b5699cf0-70e8-47de-b681-7d2d9ce8722e
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,reson crystal fiber,1,0.0,2021.0,,b5699cf0-70e8-47de-b681-7d2d9ce8722e
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,plasmon reson crystal,1,0.0,2021.0,,f8e7a8da-7fc0-4f29-9a30-bb23401b4a24
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,qcsprpcf sensor,1,0.0,2021.0,,f8e7a8da-7fc0-4f29-9a30-bb23401b4a24
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber qcsprpcf,1,0.0,2021.0,,f8e7a8da-7fc0-4f29-9a30-bb23401b4a24
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,crystal fiber qcsprpcf,1,0.0,2021.0,,f8e7a8da-7fc0-4f29-9a30-bb23401b4a24
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,plasmon reson,1,0.0,2021.0,,f8e7a8da-7fc0-4f29-9a30-bb23401b4a24
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber qcsprpcf sensor,1,0.0,2021.0,,f8e7a8da-7fc0-4f29-9a30-bb23401b4a24
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,pcf sensor milk,1,0.0,2021.0,,ad2948c4-b9ec-478b-9acd-b152150c3d3b
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),crystal fiber,fiber pcf sensor,1,0.0,2021.0,,ad2948c4-b9ec-478b-9acd-b152150c3d3b
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),loss core power,porouscor crystal,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),loss core power,porouscor crystal fiber,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),loss core power,materi loss core,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),loss core power,terahertz thz propag,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),loss core power,crystal fiber,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),porouscor crystal fiber,loss core power,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
Software Engineering(79.4%) | Information Theory(79.2%) | Logic in Computer Science(78.53%),porouscor crystal fiber,porouscor crystal,1,0.0,2016.0,,71158113-7494-4792-800e-f51ed17f3721
