domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design fabric,compliant gripper,1,0.0,2020.0,,2e45f132-af8f-47b9-8d27-86e87fc21a6d
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design,highprecis motion design,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design,xyz compliant,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design,compliant parallel manipul,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design,parallel manipul,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,motion design methodolog,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,highprecis motion design,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,motion design,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,compliant parallel manipul,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,parallel manipul,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,posit space,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,design xyz,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,paper design xyz,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,paper design,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,design xyz compliant,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",xyz compliant,paper design distributedcompli,1,0.0,2015.0,,9d8b0810-1698-424a-9b5a-238761d2997d
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",highprecis motion design,motion design methodolog,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",highprecis motion design,motion design,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",highprecis motion design,xyz compliant,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",highprecis motion design,compliant parallel manipul,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",highprecis motion design,parallel manipul,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design methodolog,highprecis motion design,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design methodolog,motion design,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design methodolog,xyz compliant,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design methodolog,compliant parallel manipul,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion design methodolog,parallel manipul,1,0.0,2012.0,,80ab3bed-2199-4dd3-84ee-5f2ff19f9915
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",multibeam modul,mobil analysi,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",multibeam modul,motion load,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",multibeam modul,paper approach,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",multibeam modul,analysi multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",multibeam modul,analysi multibeam,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion load,manipul cpm,1,0.0,2011.0,,726b0f3d-2eb6-443f-9f6e-dffeb9740af9
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion load,mobil analysi,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion load,paper approach,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion load,analysi multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion load,multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",motion load,analysi multibeam,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",manipul cpm,motion load,1,0.0,2011.0,,726b0f3d-2eb6-443f-9f6e-dffeb9740af9
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",manipul cpm,paper largerang,1,0.0,2013.0,,a46cd9f6-c5c1-4a30-ba89-4cdcf2857b5b
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",manipul cpm,design model analysi,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",manipul cpm,design model,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",manipul cpm,model analysi,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",manipul cpm,paper design,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",manipul cpm,paper design model,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam,mobil analysi,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam,motion load,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam,paper approach,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam,analysi multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam,multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mobil analysi,motion load,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mobil analysi,paper approach,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mobil analysi,analysi multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mobil analysi,multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",mobil analysi,analysi multibeam,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper approach,mobil analysi,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper approach,motion load,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper approach,analysi multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper approach,multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper approach,analysi multibeam,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam modul,mobil analysi,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam modul,motion load,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam modul,paper approach,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam modul,multibeam modul,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",analysi multibeam modul,analysi multibeam,1,0.0,2013.0,,a451b11f-53be-469e-91d6-f901a7d774f6
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,need parallel,1,0.0,2012.0,,824da86d-2301-46dd-a384-29310b1dc100
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,design model,1,0.0,2012.0,,824da86d-2301-46dd-a384-29310b1dc100
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,gripper paper design,1,0.0,2012.0,,824da86d-2301-46dd-a384-29310b1dc100
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,paper design model,1,0.0,2012.0,,824da86d-2301-46dd-a384-29310b1dc100
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,posit space,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,design xyz,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,paper design xyz,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,compliant parallel manipul,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,xyz compliant,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,design xyz compliant,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,parallel manipul,1,0.0,2014.0,,b677eb36-d767-49eb-ae8a-40a852a8abf5
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,dof compliant,1,0.0,2015.0,,c88e065d-8ab4-46f3-98c2-80a39f7a1d92
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,paper design distributedcompli,1,0.0,2015.0,,9d8b0810-1698-424a-9b5a-238761d2997d
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,design model analysi,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,model analysi,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,manipul cpm,1,0.0,2016.0,,46cba343-6bd3-4a41-8b15-3f636caf3549
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,design develop,1,0.0,2017.0,,cf50af80-6b51-4fda-a6c7-0ecdfeb78874
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,paper design develop,1,0.0,2017.0,,cf50af80-6b51-4fda-a6c7-0ecdfeb78874
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,tiptiltpiston flexur,1,0.0,2017.0,,720330cd-e85f-44f2-8c93-1e747e5d1a18
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,design tiptiltpiston,1,0.0,2017.0,,720330cd-e85f-44f2-8c93-1e747e5d1a18
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,paper design tiptiltpiston,1,0.0,2017.0,,720330cd-e85f-44f2-8c93-1e747e5d1a18
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,flexur manipul,1,0.0,2017.0,,720330cd-e85f-44f2-8c93-1e747e5d1a18
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,paper design constantforc,1,0.0,2017.0,,ad12bd34-b90e-405b-af17-ad48854c6077
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,paper design multimod,1,0.0,2018.0,,ac3f91cd-3c48-4893-9389-119f211e480c
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,fourbar mechan,1,0.0,2018.0,,ac3f91cd-3c48-4893-9389-119f211e480c
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,design multimod compliant,1,0.0,2018.0,,ac3f91cd-3c48-4893-9389-119f211e480c
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,motion stage,1,0.0,2019.0,,efa830eb-4772-4441-a23a-67533b6e8801
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,flexur motion stage,1,0.0,2019.0,,efa830eb-4772-4441-a23a-67533b6e8801
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,design tiptiltpiston compliant,1,0.0,2019.0,,efa830eb-4772-4441-a23a-67533b6e8801
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,flexur motion,1,0.0,2019.0,,efa830eb-4772-4441-a23a-67533b6e8801
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,tiptiltpiston compliant,1,0.0,2019.0,,efa830eb-4772-4441-a23a-67533b6e8801
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,compliant flexur,1,0.0,2019.0,,efa830eb-4772-4441-a23a-67533b6e8801
"Cryptography and Security(83.69%) | Graphics(77.35%) | Computational Engineering, Finance, and Science(55.36%)",paper design,compliant flexur motion,1,0.0,2019.0,,efa830eb-4772-4441-a23a-67533b6e8801
