domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur,data privaci secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",data privaci secur,healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi data privaci,data privaci secur,1,0.0,2020.0,,741bdf0f-400d-4210-a17b-fd0f9e541107
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi data privaci,citi data,1,0.0,2020.0,,741bdf0f-400d-4210-a17b-fd0f9e541107
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi data privaci,cyber attack,1,0.0,2020.0,,741bdf0f-400d-4210-a17b-fd0f9e541107
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,data privaci secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,sector safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,healthcar transport energi,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,mainten sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,safeti secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,secur healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,citi mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,citi mainten,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",transport energi,healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,data privaci secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,sector safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,transport energi,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,mainten sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,safeti secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,secur healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,citi mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,citi mainten,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",healthcar transport energi,healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,data privaci secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,sector safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,transport energi,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,healthcar transport energi,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,mainten sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,safeti secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,secur healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,citi mainten,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",citi mainten sector,healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,data privaci secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,sector safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,transport energi,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,healthcar transport energi,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,safeti secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,secur healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,citi mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,citi mainten,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",mainten sector safeti,healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,data privaci secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,sector safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,transport energi,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,safeti secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,secur healthcar,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,healthcar transport energi,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,mainten sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,secur healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,citi mainten sector,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,citi mainten,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",safeti secur healthcar,healthcar transport,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",secur healthcar transport,data privaci secur,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
"Cryptography and Security(88.93%) | Distributed, Parallel, and Cluster Computing(77.39%) | Performance(69.53%)",secur healthcar transport,sector safeti,1,0.0,2021.0,,c8bc98a3-976d-40ce-9020-c371f8ca7099
