domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),transmitt wireless,transmitt wireless transmiss,1,0.0,2016.0,,22881ebe-a61f-4902-ad86-78dc0a21478f
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis ofdm,mcm techniqu,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis ofdm,altern frequenc,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis ofdm,modul wpm modul,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis ofdm,wpm modul mcm,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis ofdm,modul mcm techniqu,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,frequenc divis ofdm,1,0.0,2011.0,,7d42f569-fc4c-4f59-a9ad-b6c33612b5ae
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,system modul detect,1,0.0,2011.0,,7d42f569-fc4c-4f59-a9ad-b6c33612b5ae
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,power alloc,1,0.0,2011.0,,7d42f569-fc4c-4f59-a9ad-b6c33612b5ae
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,wavelet packet,1,0.0,2017.0,,16d35a23-ccde-41ec-80c9-e60a0671d8b1
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,wpm frequenc,1,0.0,2017.0,,16d35a23-ccde-41ec-80c9-e60a0671d8b1
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,modul wpm frequenc,1,0.0,2017.0,,16d35a23-ccde-41ec-80c9-e60a0671d8b1
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,divis ofdm,1,0.0,2017.0,,16d35a23-ccde-41ec-80c9-e60a0671d8b1
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,wavelet packet modul,1,0.0,2017.0,,16d35a23-ccde-41ec-80c9-e60a0671d8b1
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,modul wpm,1,0.0,2017.0,,16d35a23-ccde-41ec-80c9-e60a0671d8b1
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm commun,ofdm commun,1,0.0,2017.0,,16d35a23-ccde-41ec-80c9-e60a0671d8b1
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),system modul detect,divis ofdm commun,1,0.0,2011.0,,7d42f569-fc4c-4f59-a9ad-b6c33612b5ae
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),system modul detect,frequenc divis ofdm,1,0.0,2011.0,,7d42f569-fc4c-4f59-a9ad-b6c33612b5ae
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),system modul detect,power alloc,1,0.0,2011.0,,7d42f569-fc4c-4f59-a9ad-b6c33612b5ae
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,data transmiss,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,transmiss frequenc divis,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,divis ofdm,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,paper perform,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,frequenc divis ofdm,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,wireless data,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,frequenc divis,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform wireless,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,data transmiss,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,transmiss frequenc divis,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,divis ofdm,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,paper perform wireless,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,frequenc divis ofdm,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,wireless data,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,frequenc divis,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),paper perform,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,data transmiss,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,transmiss frequenc divis,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,divis ofdm,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,paper perform,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,paper perform wireless,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,frequenc divis ofdm,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,wireless data,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,intens modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,ofdm intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,wireless transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,perform wireless,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,transmiss frequenc,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,intens modul,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,modul detect,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,perform wireless transmiss,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,divis ofdm intens,1,0.0,2014.0,,e3a3c18f-1e7c-4cb8-8025-75e31ba8ef68
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,frequenc divis wireless,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,wireless commun transmitt,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,implement frequenc,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,commun transmitt,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,wireless commun,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,divis wireless commun,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,divis wireless,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,implement frequenc divis,1,0.0,2014.0,,c1ff19bf-4d45-49c4-898a-8aae48b989d2
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,preequal wireless,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,preequal wireless transmiss,1,0.0,2014.0,,af497102-a1d8-4089-8660-7a07f2a7a03e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,wavelet packet,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,mcm techniqu,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,altern frequenc,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,wavelet packet modul,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,modul wpm modul,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,modul wpm,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,wpm modul mcm,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,modul mcm techniqu,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,altern frequenc divis,1,0.0,2019.0,,e9bf28e9-e653-4b47-b7e2-a3fb4583c55e
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,system perform,1,0.0,2020.0,,7e7d1379-0bc9-4b79-92cc-04078e61ebeb
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,divis flipofdm wireless,1,0.0,2020.0,,7e7d1379-0bc9-4b79-92cc-04078e61ebeb
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,flipofdm wireless,1,0.0,2020.0,,7e7d1379-0bc9-4b79-92cc-04078e61ebeb
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),frequenc divis,divis flipofdm,1,0.0,2020.0,,7e7d1379-0bc9-4b79-92cc-04078e61ebeb
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless data,data transmiss,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless data,transmiss frequenc divis,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless data,divis ofdm,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless data,paper perform,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless data,paper perform wireless,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless data,frequenc divis ofdm,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),wireless data,frequenc divis,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm,data transmiss,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
Cryptography and Security(74.04%) | Networking and Internet Architecture(71.69%) | Information Theory(68.99%),divis ofdm,transmiss frequenc divis,1,0.0,2013.0,,fa2b12ae-6e38-4b69-9ffd-98f78b3f9883
