domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),magnet gener,paper analysi design,1,0.0,2014.0,,ccd219ce-04a6-4164-80fb-710ff5d378e9
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,paper analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,paper analysi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,standalon wave energi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi convers,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi convers,1,0.0,2017.0,,2028f69f-bd09-410f-ae25-00605ade635e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,protect system,1,0.0,2017.0,,2028f69f-bd09-410f-ae25-00605ade635e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,gener wave energi,1,0.0,2017.0,,2028f69f-bd09-410f-ae25-00605ade635e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi method,1,0.0,2017.0,,12d7a9c2-33f9-4b34-82e1-2e503e6c41c0
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,gener wave,1,0.0,2017.0,,12d7a9c2-33f9-4b34-82e1-2e503e6c41c0
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,magnet gener,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,pmlg wave energi,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,gener pmlg,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,gener pmlg wave,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,pmlg wave,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,convers wave,1,0.0,2018.0,,d00192ab-2f0a-42c0-8b61-b18e4b1fb219
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,core convers wave,1,0.0,2018.0,,d00192ab-2f0a-42c0-8b61-b18e4b1fb219
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,core loss,1,0.0,2018.0,,d00192ab-2f0a-42c0-8b61-b18e4b1fb219
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,convers wave energi,1,0.0,2018.0,,d00192ab-2f0a-42c0-8b61-b18e4b1fb219
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi energi,1,0.0,2018.0,,d00192ab-2f0a-42c0-8b61-b18e4b1fb219
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi energi,1,0.0,2018.0,,d00192ab-2f0a-42c0-8b61-b18e4b1fb219
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,degrad power gener,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,magnet gener wave,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,convers system,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,power gener,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,degrad power,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi convers system,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi extract,1,0.0,2019.0,,17095e79-8c30-4861-84a4-7bbba131b6c8
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,neodymium iron,1,0.0,2019.0,,17095e79-8c30-4861-84a4-7bbba131b6c8
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,iron boron,1,0.0,2019.0,,17095e79-8c30-4861-84a4-7bbba131b6c8
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi extract,1,0.0,2019.0,,17095e79-8c30-4861-84a4-7bbba131b6c8
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,core core loss,1,0.0,2019.0,,bffa4dd3-8b6f-4fee-bc9c-2c1ab6b1e908
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi core,1,0.0,2019.0,,bffa4dd3-8b6f-4fee-bc9c-2c1ab6b1e908
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi core core,1,0.0,2019.0,,bffa4dd3-8b6f-4fee-bc9c-2c1ab6b1e908
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi core,1,0.0,2019.0,,bffa4dd3-8b6f-4fee-bc9c-2c1ab6b1e908
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,machin power,1,0.0,2019.0,,09cfe98d-c0be-4003-b121-3048b8a5d5f7
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,gener gener,1,0.0,2019.0,,6766fa23-56c5-468a-a435-783d0ce22db6
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,steel core,1,0.0,2019.0,,6766fa23-56c5-468a-a435-783d0ce22db6
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,gener electr wave,1,0.0,2019.0,,6766fa23-56c5-468a-a435-783d0ce22db6
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi steel core,1,0.0,2019.0,,6766fa23-56c5-468a-a435-783d0ce22db6
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,electr wave energi,1,0.0,2019.0,,6766fa23-56c5-468a-a435-783d0ce22db6
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,electr wave,1,0.0,2019.0,,6766fa23-56c5-468a-a435-783d0ce22db6
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi steel,1,0.0,2019.0,,6766fa23-56c5-468a-a435-783d0ce22db6
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,magnet wave energi,1,0.0,2020.0,,d54d522f-73d0-462c-b78d-0b92181d789e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi devic,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,power gener wave,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi gener,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi gener,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,power engin,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi devic,1,0.0,2020.0,,8d45df5f-c6d4-4354-a7a6-702900e63b6c
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,attent wave energi,1,0.0,2020.0,,86a76b33-d0d5-4a9e-a005-cf03a4951981
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi convers technolog,1,0.0,2020.0,,86a76b33-d0d5-4a9e-a005-cf03a4951981
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,field power,1,0.0,2020.0,,7cc3d6f0-58f2-4b66-858f-77ecb08639e2
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi extract gener,1,0.0,2020.0,,7cc3d6f0-58f2-4b66-858f-77ecb08639e2
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi paper,1,0.0,2021.0,,34d5fad4-ddaf-43b4-a96b-47b493685c6e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,wave energi paper,1,0.0,2021.0,,34d5fad4-ddaf-43b4-a96b-47b493685c6e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi,energi resourc energi,1,0.0,2021.0,,005cb4ce-ef54-4beb-97fd-49af4da85ac1
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,paper analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,paper analysi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,standalon wave energi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,wave energi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,energi convers,1,0.0,2017.0,,2028f69f-bd09-410f-ae25-00605ade635e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,protect system,1,0.0,2017.0,,2028f69f-bd09-410f-ae25-00605ade635e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,gener wave energi,1,0.0,2017.0,,2028f69f-bd09-410f-ae25-00605ade635e
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,magnet gener,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,pmlg wave energi,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,gener pmlg,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,gener pmlg wave,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,pmlg wave,1,0.0,2017.0,,6d8f17f1-3bb0-4738-aa77-0d029b002364
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,degrad power gener,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,magnet gener wave,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,convers system,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,power gener,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,degrad power,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,gener wave,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,energi convers system,1,0.0,2018.0,,7b0da458-f097-4bca-87b4-60d26a674d90
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,attent wave energi,1,0.0,2020.0,,86a76b33-d0d5-4a9e-a005-cf03a4951981
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),wave energi convers,energi convers technolog,1,0.0,2020.0,,86a76b33-d0d5-4a9e-a005-cf03a4951981
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),analysi design,paper analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),analysi design,paper analysi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),analysi design,standalon wave energi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),analysi design,wave energi convers,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),analysi design,wave energi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),paper analysi,paper analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),paper analysi,standalon wave energi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),paper analysi,wave energi convers,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),paper analysi,wave energi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),paper analysi,analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),standalon wave energi,paper analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),standalon wave energi,paper analysi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),standalon wave energi,wave energi convers,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),standalon wave energi,wave energi,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),standalon wave energi,analysi design,1,0.0,2015.0,,22cc9db9-c56b-408d-97d8-939d650a3a22
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,electr gener,1,0.0,2016.0,,5f4e2c6e-1e48-42e0-9c00-a1c4750515e5
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,linkag output,1,0.0,2019.0,,3e0565b0-1f1b-4615-9ec8-b719c78e16bb
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,power gener,1,0.0,2019.0,,3e0565b0-1f1b-4615-9ec8-b719c78e16bb
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,magnet flux gener,1,0.0,2019.0,,3e0565b0-1f1b-4615-9ec8-b719c78e16bb
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,gener wave,1,0.0,2019.0,,3e0565b0-1f1b-4615-9ec8-b719c78e16bb
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,wave energi devic,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,wave energi gener,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,wave energi,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,energi gener,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,power engin,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,gener wave energi,1,0.0,2020.0,,03a1cc6c-0610-484b-a09b-149ff723884f
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,energi devic,1,0.0,2020.0,,8d45df5f-c6d4-4354-a7a6-702900e63b6c
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,optim gener power,1,0.0,2020.0,,e65feb59-a421-48f8-ad8f-4cc89e8b0720
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,optim method,1,0.0,2020.0,,e65feb59-a421-48f8-ad8f-4cc89e8b0720
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,gener power,1,0.0,2020.0,,e65feb59-a421-48f8-ad8f-4cc89e8b0720
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,convers system,1,0.0,2021.0,,005cb4ce-ef54-4beb-97fd-49af4da85ac1
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,energi resourc energi,1,0.0,2021.0,,005cb4ce-ef54-4beb-97fd-49af4da85ac1
Symbolic Computation(86.63%) | Cryptography and Security(69.71%) | Operating Systems(64.9%),power gener wave,energi convers system,1,0.0,2021.0,,005cb4ce-ef54-4beb-97fd-49af4da85ac1
