domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network,gene network grn,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,gene interact interact,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,factor gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,relationship gene system,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,organ relationship,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,grn circuitri,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,system gene level,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,circuitri live,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,network grn circuitri,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,gene system gene,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,microarray gene,1,0.0,2015.0,,20fab5f5-0cf4-455f-941d-f1b10a1018e6
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,level revers,1,0.0,2015.0,,20fab5f5-0cf4-455f-941d-f1b10a1018e6
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,data insight,1,0.0,2015.0,,20fab5f5-0cf4-455f-941d-f1b10a1018e6
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,process level revers,1,0.0,2015.0,,20fab5f5-0cf4-455f-941d-f1b10a1018e6
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,express data insight,1,0.0,2015.0,,20fab5f5-0cf4-455f-941d-f1b10a1018e6
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,process level,1,0.0,2015.0,,20fab5f5-0cf4-455f-941d-f1b10a1018e6
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),gene network grn,insight process,1,0.0,2015.0,,20fab5f5-0cf4-455f-941d-f1b10a1018e6
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,gene network grn,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,gene express data,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,throughput microarray gene,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,microarray gene express,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,grn role,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,network grn role,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,gene network,1,0.0,2011.0,,1fbef3bd-4469-47de-b794-a994d60ba9a2
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,inform interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,transcript factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,factor gene,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,inform interact mirna,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,interact transcript factor,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,network grn interact,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,factor gene creation,1,0.0,2012.0,,e300909d-0c70-41ad-85b6-f83cca83162f
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,grn reconstruct,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,problem system,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,network grn reconstruct,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,microarray data problem,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,problem system biolog,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,microarray data,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,data problem,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,system biolog,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,data problem system,1,0.0,2013.0,,b416fdf2-a417-4591-84fb-9517fbc2c7d4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,collect gene interact,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,interact interact gene,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,grn collect,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,collect gene,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,network grn collect,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,interact gene,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,grn collect gene,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,gene interact interact,1,0.0,2013.0,,6552b4dd-f413-46c8-9ea2-8dbe2e0d40b9
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,factor gene tg,1,0.0,2014.0,,a1ae919a-c1f8-412f-801f-4f905c72cfe4
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,relationship gene system,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,organ relationship,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,grn circuitri,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,system gene level,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,circuitri live,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
Emerging Technologies(65.54%) | Symbolic Computation(65.43%) | Other Computer Science(61.68%),network grn,network grn circuitri,1,0.0,2015.0,,71abf2d3-3bc8-4c0c-974c-3a6aa4b2442d
