domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network denial,attack burst,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),commun technolog,inform commun technolog,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),commun technolog,ob network edg,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),commun technolog,burst ob network,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),commun technolog,ob network,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),commun technolog,network gener commun,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),inform share,commun technolog,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),inform share,cryptographi solut data,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),inform share,world inform,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),inform share,inform commun technolog,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),inform commun technolog,inform share,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),inform commun technolog,commun technolog,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),inform commun technolog,cryptographi solut data,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),inform commun technolog,world inform,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),world inform,inform share,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),world inform,commun technolog,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),world inform,cryptographi solut data,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),world inform,inform commun technolog,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),cryptographi solut data,inform share,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),cryptographi solut data,commun technolog,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),cryptographi solut data,world inform,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),cryptographi solut data,inform commun technolog,1,0.0,2015.0,,09592e1a-4960-4382-b19c-efdae8fa5b26
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,ob network edg,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,commun technolog,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,burst ob network,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,network gener commun,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,attack burst,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,ob network denial,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,burst header,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,attack burst ob,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,burst header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network,packet flood,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),network gener commun,ob network edg,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),network gener commun,commun technolog,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),network gener commun,burst ob network,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),network gener commun,ob network,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,ob network edg,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,commun technolog,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,ob network,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,network gener commun,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,attack burst,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,ob network denial,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,burst header,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,attack burst ob,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,burst header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst ob network,packet flood,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network edg,commun technolog,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network edg,burst ob network,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network edg,ob network,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),ob network edg,network gener commun,1,0.0,2019.0,,36f4467c-c786-4537-a058-0223469970b6
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),packet flood,attack burst,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),packet flood,header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),packet flood,ob network denial,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),packet flood,burst header,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),packet flood,burst ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),packet flood,attack burst ob,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),packet flood,burst header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),packet flood,ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header packet,attack burst,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header packet,header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header packet,ob network denial,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header packet,burst header,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header packet,burst ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header packet,attack burst ob,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header packet,ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header packet,packet flood,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst,header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst,ob network denial,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst,burst header,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst,burst ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst,attack burst ob,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst,burst header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst,ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst,packet flood,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst ob,attack burst,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst ob,header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst ob,ob network denial,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst ob,burst header,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst ob,burst ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst ob,burst header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst ob,ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),attack burst ob,packet flood,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header,attack burst,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header,header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header,ob network denial,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header,burst ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header,attack burst ob,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header,burst header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header,ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),burst header,packet flood,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),header packet,attack burst,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),header packet,ob network denial,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),header packet,burst header,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),header packet,burst ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),header packet,attack burst ob,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),header packet,burst header packet,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),header packet,ob network,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),header packet,packet flood,1,0.0,2020.0,,a484fc7e-6e76-4602-aaff-dc7c4e65824c
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,multiclass classif maneuv,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,fusion time seri,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,work signific sensor,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,classif maneuv,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,time seri,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,seri dataset,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,time seri dataset,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,maneuv fusion time,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,classif maneuv fusion,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,work model multiclass,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,work model,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),model multiclass,maneuv fusion,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,multiclass classif maneuv,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,fusion time seri,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,work signific sensor,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,classif maneuv,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,time seri,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,seri dataset,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,model multiclass,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,time seri dataset,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,maneuv fusion time,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,classif maneuv fusion,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,work model multiclass,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),work model,maneuv fusion,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,fusion time seri,1,0.0,2020.0,,24115c3a-5bb8-4225-ab2d-f4effdc3cd6b
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,class classif,1,0.0,2020.0,,24115c3a-5bb8-4225-ab2d-f4effdc3cd6b
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,memori model,1,0.0,2020.0,,24115c3a-5bb8-4225-ab2d-f4effdc3cd6b
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,time seri,1,0.0,2020.0,,24115c3a-5bb8-4225-ab2d-f4effdc3cd6b
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,maneuv fusion time,1,0.0,2020.0,,24115c3a-5bb8-4225-ab2d-f4effdc3cd6b
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,time seri dataset,1,0.0,2020.0,,24115c3a-5bb8-4225-ab2d-f4effdc3cd6b
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,model class,1,0.0,2020.0,,24115c3a-5bb8-4225-ab2d-f4effdc3cd6b
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,classif maneuv fusion,1,0.0,2020.0,,24115c3a-5bb8-4225-ab2d-f4effdc3cd6b
Digital Libraries(85.81%) | Cryptography and Security(80.33%) | Networking and Internet Architecture(78.76%),classif maneuv,multiclass classif maneuv,1,0.0,2021.0,,eb02dc87-da5d-44d5-bf5b-60f68a8836c4
