domain,node,neighbor,weight,node_year,neighbor_year,node_paper_id,neighbor_paper_id
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power dissip,power bit,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,loss inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,power bit,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,recov loss,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,power dissip,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,world vlsi,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,vlsi circuit design,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,circuit design,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,object world,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,bit loss,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,loss map,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,comput power,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,comput power consumpt,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),power bit inform,paper design fault,1,0.0,2018.0,,9e6041a0-01d6-4983-9578-0cd8a241afb3
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,recov loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,loss inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,power bit,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,recov loss,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,power bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,comput power,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,comput power consumpt,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),inputoutput map,paper design fault,1,0.0,2018.0,,9e6041a0-01d6-4983-9578-0cd8a241afb3
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,recov loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,loss inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,power bit,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,recov loss,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,power bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,comput power,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,comput power consumpt,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput,paper design fault,1,0.0,2018.0,,9e6041a0-01d6-4983-9578-0cd8a241afb3
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,recov loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,loss inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,power bit,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,power bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,comput power,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,comput power consumpt,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),recov loss,paper design fault,1,0.0,2018.0,,9e6041a0-01d6-4983-9578-0cd8a241afb3
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,recov loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,power bit,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,recov loss,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,power bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,comput power,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,comput power consumpt,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss inputoutput map,paper design fault,1,0.0,2018.0,,9e6041a0-01d6-4983-9578-0cd8a241afb3
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,recov loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,loss inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,power bit,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,recov loss,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,power bit inform,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,inputoutput map,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,loss inputoutput,1,0.0,2011.0,,9423b9da-5f63-44fe-8e75-87a41323534f
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,bit loss,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,loss map,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,comput power,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,comput power consumpt,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit inform,paper design fault,1,0.0,2018.0,,9e6041a0-01d6-4983-9578-0cd8a241afb3
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,power dissip,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,power bit,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,power bit inform,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,world vlsi,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,vlsi circuit design,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,object world,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,design modular,1,0.0,2015.0,,0efbbf6d-6893-409e-a691-d8fbce57c3f4
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,design modular approach,1,0.0,2015.0,,0efbbf6d-6893-409e-a691-d8fbce57c3f4
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,consumpt protect power,1,0.0,2015.0,,0efbbf6d-6893-409e-a691-d8fbce57c3f4
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,architectur power consumpt,1,0.0,2015.0,,0efbbf6d-6893-409e-a691-d8fbce57c3f4
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,work circuit design,1,0.0,2015.0,,0efbbf6d-6893-409e-a691-d8fbce57c3f4
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),circuit design,circuit design modular,1,0.0,2015.0,,0efbbf6d-6893-409e-a691-d8fbce57c3f4
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),object world,power dissip,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),object world,power bit,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),object world,power bit inform,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),object world,world vlsi,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),object world,vlsi circuit design,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),object world,circuit design,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),world vlsi,power dissip,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),world vlsi,power bit,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),world vlsi,power bit inform,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),world vlsi,vlsi circuit design,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),world vlsi,circuit design,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),world vlsi,object world,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),vlsi circuit design,power dissip,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),vlsi circuit design,power bit,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),vlsi circuit design,power bit inform,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),vlsi circuit design,world vlsi,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),vlsi circuit design,circuit design,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),vlsi circuit design,object world,1,0.0,2012.0,,b71fef24-80b9-47be-9874-14a1b64a0e87
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit loss,bit inform,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit loss,loss map,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit loss,power bit,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),bit loss,power bit inform,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss map,bit inform,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss map,bit loss,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss map,power bit,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),loss map,power bit inform,1,0.0,2012.0,,d92edd39-2f05-4e76-b755-9b9b45f433af
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,recov loss inputoutput,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,loss inputoutput map,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,bit inform,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,comput power,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,power bit,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,recov loss,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,power bit inform,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,inputoutput map,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
Operating Systems(73.3%) | Emerging Technologies(71.11%) | Symbolic Computation(69.51%),comput power consumpt,loss inputoutput,1,0.0,2012.0,,0411bb0d-0b81-4d33-a2d9-b72dd57e05cf
